"Date","ISO","Country","Scale","Note"
15/05/2020,"FSM","Micronesia (Federated States of)","National",
15/05/2020,"GAB","Gabon","National",
15/05/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","National",
15/05/2020,"GEO","Georgia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"GHA","Ghana","National",
15/05/2020,"GIB","Gibraltar","National",
15/05/2020,"GIN","Guinea","National",
15/05/2020,"GMB","Gambia","National",
15/05/2020,"GNB","Guinea-Bissau","National",
15/05/2020,"GNQ","Equatorial Guinea ","National",
15/05/2020,"GRC","Greece","Localized",
15/05/2020,"GRD","Grenada","National",
15/05/2020,"GRL","Greenland","Open",
15/05/2020,"GTM","Guatemala","National",
15/05/2020,"GUY","Guyana","National",
15/05/2020,"HND","Honduras","National",
15/05/2020,"HRV","Croatia","Localized",
15/05/2020,"HTI","Haiti","National",
15/05/2020,"HUN","Hungary","National",
15/05/2020,"IDN","Indonesia","National",
15/05/2020,"IND","India","National",
15/05/2020,"IRL","Ireland","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"IRN","Iran (Islamic Republic of)","National",
15/05/2020,"IRQ","Iraq","National",
15/05/2020,"ISL","Iceland","Open",
15/05/2020,"ISR","Israel","Localized",
15/05/2020,"ITA","Italy","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"JAM","Jamaica","National",
15/05/2020,"JOR","Jordan","National",
15/05/2020,"JPN","Japan","Localized",
15/05/2020,"KAZ","Kazakhstan","National",
15/05/2020,"KEN","Kenya","National",
15/05/2020,"KGZ","Kyrgyzstan ","National",
15/05/2020,"KHM","Cambodia","National",
15/05/2020,"KIR","Kiribati","Open",
15/05/2020,"KNA","Saint Kitts and Nevis","National",
15/05/2020,"KOR","Republic of Korea","National","The 2020 academic year started in early April with 5 weeks delay. Classes are being offered only through distance learning."
15/05/2020,"KWT","Kuwait","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"LAO","Lao PDR","Localized",
15/05/2020,"LBN","Lebanon","National",
15/05/2020,"LBR","Liberia","National",
15/05/2020,"LBY","Libya","National",
15/05/2020,"LCA","Saint Lucia","National",
15/05/2020,"LIE","Liechtenstein","Localized",
15/05/2020,"LKA","Sri Lanka","National",
15/05/2020,"LSO","Lesotho","National","Schools are closed but public primary schools continue feeding schemes, where some pupils get their only meal."
15/05/2020,"LTU","Lithuania","National",
15/05/2020,"LUX","Luxembourg","Localized",
15/05/2020,"LVA","Latvia","Localized",
15/05/2020,"MAR","Morocco","National",
15/05/2020,"MCO","Monaco","Localized",
15/05/2020,"MDA","Republic of Moldova","National",
15/05/2020,"MDG","Madagascar","Localized",
15/05/2020,"MDV","Maldives","National",
15/05/2020,"MEX","Mexico","National",
15/05/2020,"MHL","Marshall Islands","Open",
15/05/2020,"MKD","North Macedonia","National",
15/05/2020,"MLI","Mali","National",
15/05/2020,"MLT","Malta","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"MMR","Myanmar","National",
15/05/2020,"MNE","Montenegro ","National",
15/05/2020,"MNG","Mongolia","National","The government mandated school closures on 27 January "
15/05/2020,"MOZ","Mozambique","National",
15/05/2020,"MRT","Mauritania ","National",
15/05/2020,"MSR","Montserrat","National",
15/05/2020,"MUS","Mauritius","National",
15/05/2020,"MWI","Malawi ","National",
15/05/2020,"MYS","Malaysia","National",
15/05/2020,"NAM","Namibia  ","National","The government has announced school closures until August, while teachers can give online classes from the school premises. "
15/05/2020,"NER","Niger","National",
15/05/2020,"NGA","Nigeria","National",
15/05/2020,"NIC","Nicaragua","Open",
15/05/2020,"NIU","Niue","Open",
15/05/2020,"NLD","Netherlands","Localized",
15/05/2020,"NOR","Norway","Open",
15/05/2020,"NPL","Nepal","National",
15/05/2020,"NRU","Nauru","Open",
15/05/2020,"NZL","New Zealand","Localized",
15/05/2020,"OMN","Oman","National",
15/05/2020,"PAK","Pakistan ","National",
15/05/2020,"PAN","Panama","National",
15/05/2020,"PER","Peru","National",
15/05/2020,"PHL","Philippines","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"PLW","Palau","National",
15/05/2020,"PNG","Papua New Guinea","Open",
15/05/2020,"POL","Poland","National",
15/05/2020,"PRK","Democratic People's Republic of Korea","National",
15/05/2020,"PRT","Portugal","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"PRY","Paraguay ","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"PSE","Palestine","National",
15/05/2020,"QAT","Qatar","National",
15/05/2020,"ROU","Romania","National"," The government has announced school closures until the end of the academic year. Classes continue through distance learning.  "
15/05/2020,"RUS","Russian Federation","Localized",
15/05/2020,"RWA","Rwanda ","National",
15/05/2020,"SAU","Saudi Arabia","National",
15/05/2020,"SDN","Sudan","National",
15/05/2020,"SEN","Senegal","National",
15/05/2020,"SGP","Singapore","National",
15/05/2020,"SJM","Svalbard","Open",
15/05/2020,"SLB","Solomon Islands","Localized",
15/05/2020,"SLE","Sierra Leone","National",
15/05/2020,"SLV","El Salvador","National",
15/05/2020,"SMR","San Marino","National",
15/05/2020,"SOM","Somalia","National",
15/05/2020,"SRB","Serbia","National",
15/05/2020,"SSD","South Sudan","National",
15/05/2020,"STP","São Tomé and Príncipe","National",
15/05/2020,"SUR","Suriname","National",
15/05/2020,"SVK","Slovakia","National",
15/05/2020,"SVN","Slovenia","National",
15/05/2020,"SWE","Sweden","Localized","Closure of all upper secondary educational institutions and universities."
15/05/2020,"SWZ","Eswatini","National",
15/05/2020,"SXM","Sint Marteen","National",
15/05/2020,"SYC","Seychelles","Localized",
15/05/2020,"SYR","Syrian Arab Republic","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"TCA","Turks and Caicos Island","National",
15/05/2020,"TCD","Chad","National",
15/05/2020,"TGO","Togo","National",
15/05/2020,"THA","Thailand","National",
15/05/2020,"TJK","Tajikistan","National",
15/05/2020,"TKL","Tokelau","Open",
15/05/2020,"TKM","Turkmenistan","Open",
15/05/2020,"TLS","Timor-Leste","National",
15/05/2020,"TON","Tonga","Open",
15/05/2020,"TTO","Trinidad and Tobago","National",
15/05/2020,"TUN","Tunisia","National",
15/05/2020,"TUR","Turkey","National",
15/05/2020,"TUV","Tuvalu","National",
15/05/2020,"TZA","United Republic of Tanzania","National",
15/05/2020,"UGA","Uganda","National",
15/05/2020,"UKR","Ukraine","National",
15/05/2020,"URY","Uruguay","Localized",
15/05/2020,"USA","United States of America","Localized","The majority of States have mandated school closures, including until the end of the academic year. Some States, however, have recommended but not mandated the school closures. "
15/05/2020,"UZB","Uzbekistan","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
15/05/2020,"VCT","Saint Vincent and the Grenadines","National",
15/05/2020,"VEN","Venezuela","National",
15/05/2020,"VGB","British Virgin Islands","National",
15/05/2020,"VNM","Viet Nam","Localized",
15/05/2020,"VUT","Vanuatu","Open",
15/05/2020,"WSM","Samoa","Open",
15/05/2020,"YEM","Yemen","National",
15/05/2020,"ZAF","South Africa","National",
15/05/2020,"ZMB","Zambia","National",
15/05/2020,"ZWE","Zimbabwe","National",
16/05/2020,"ABW","Aruba","National",
16/05/2020,"AFG","Afghanistan","National",
16/05/2020,"AGO","Angola","National",
16/05/2020,"AIA","Anguilla","Localized",
16/05/2020,"ALB","Albania","National",
16/05/2020,"AND","Andorra","National",
16/05/2020,"ARE","United Arab Emirates","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
16/05/2020,"ARG","Argentina ","National",
16/05/2020,"ARM","Armenia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
16/05/2020,"ATG","Antigua and Barbuda","National",
16/05/2020,"AUS","Australia","Localized","The 6 States and 2 Territories are implementing different policies such as bringing forward school holidays, implementing student-free schools or closing schools in some regions. "
16/05/2020,"AUT","Austria","Localized",
16/05/2020,"AZE","Azerbaijan","National",
16/05/2020,"BDI","Burundi","Open",
16/05/2020,"BEL","Belgium","National",
16/05/2020,"BEN","Benin","Localized",
16/05/2020,"BFA","Burkina Faso ","National",
16/05/2020,"BGD","Bangladesh","National",
16/05/2020,"BGR","Bulgaria","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
16/05/2020,"BHR","Bahrain","National",
16/05/2020,"BHS","Bahamas","National",
16/05/2020,"BIH","Bosnia and Herzegovina","National",
16/05/2020,"BLR","Belarus","Open",
16/05/2020,"BLZ","Belize","National",
16/05/2020,"BMU","Bermuda","National",
16/05/2020,"BOL","Bolivia (Plurinational State of)","National",
16/05/2020,"BRA","Brazil","National",
16/05/2020,"BRB","Barbados","National",
16/05/2020,"BRN","Brunei Darussalam","National",
16/05/2020,"BTN","Bhutan","National",
16/05/2020,"BWA","Botswana","National",
16/05/2020,"CAF","Central African republic ","National",
16/05/2020,"CAN","Canada","National",
16/05/2020,"CHE","Switzerland","Localized",
16/05/2020,"CHL","Chile","National",
16/05/2020,"CHN","China","Localized","School re-opening is progressive, and in selected regions, generally starting with students in the last year of secondary education. However, in larger regions, most schools remain closed"
16/05/2020,"CIV","Cote d'Ivoire","National",
16/05/2020,"CMR","Cameroon","National",
16/05/2020,"COD","Democratic Republic of the Congo","National",
16/05/2020,"COG","Congo","National",
16/05/2020,"COK","Cook Islands","Open",
16/05/2020,"COL","Colombia","National",
16/05/2020,"COM","Comoros","National",
16/05/2020,"CPV","Cabo Verde","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
16/05/2020,"CRI","Costa Rica","National",
16/05/2020,"CUB","Cuba","National",
16/05/2020,"CUW","Curaçao","National",
16/05/2020,"CYM","Cayman Islands","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
16/05/2020,"CYP","Cyprus","Localized",
16/05/2020,"CZE","Czechia","Localized",
16/05/2020,"DEU","Germany","Localized",
16/05/2020,"DJI","Djibouti","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
16/05/2020,"DMA","Dominica","National",
16/05/2020,"DNK","Denmark","Localized","Schools will gradually start re-opening, starting with the early grades"
16/05/2020,"DOM","Dominican Republic","National",
16/05/2020,"DZA","Algeria","National",
16/05/2020,"ECU","Ecuador","National","Schools in the Coastal area and in the Highlands and Amazonia run on different schedules."
16/05/2020,"EGY","Egypt","National",
16/05/2020,"ERI","Eritrea","National",
16/05/2020,"ESP","Spain","National",
16/05/2020,"EST","Estonia","Open","Schools are allowed to open under certain conditions. However, most continue through distance learning. "
16/05/2020,"ETH","Ethiopia","National",
16/05/2020,"FIN","Finland","Localized","Most schools have reopened; however, the government recommends that upper secondary and upwards should continue distance learning until the end of the academic year.  "
16/05/2020,"FJI","Fiji","National",
16/05/2020,"FRA","France","Localized",
16/05/2020,"FRO","Faroe Islands","Open","Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
16/05/2020,"FSM","Micronesia (Federated States of)","National",
16/05/2020,"GAB","Gabon","National",
16/05/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","National",
16/05/2020,"GEO","Georgia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
16/05/2020,"GHA","Ghana","National",
16/05/2020,"GIB","Gibraltar","National",
16/05/2020,"GIN","Guinea","National",
16/05/2020,"GMB","Gambia","National",
16/05/2020,"GNB","Guinea-Bissau","National",
16/05/2020,"GNQ","Equatorial Guinea ","National",
