region_type,country,percent_yoy_change,date
countries,Mexico,-99,2020-05-06
countries,Mexico,-99,2020-05-07
countries,Mexico,-99,2020-05-08
countries,Mexico,-99,2020-05-09
countries,Mexico,-98,2020-05-10
countries,Mexico,-99,2020-05-11
countries,Mexico,-99,2020-05-12
countries,Mexico,-99,2020-05-13
countries,Mexico,-98,2020-05-14
countries,Mexico,-98,2020-05-15
countries,Mexico,-98,2020-05-16
countries,Mexico,-99,2020-05-17
countries,Mexico,-98,2020-05-18
countries,Mexico,-98,2020-05-19
countries,Mexico,-98,2020-05-20
countries,Mexico,-98,2020-05-21
countries,Mexico,-97,2020-05-22
countries,Mexico,-97,2020-05-23
countries,Mexico,-98,2020-05-24
countries,Mexico,-98,2020-05-25
countries,Mexico,-97,2020-05-26
countries,Mexico,-96,2020-05-27
countries,Mexico,-96,2020-05-28
countries,Mexico,-95,2020-05-29
countries,Mexico,-95,2020-05-30
countries,Mexico,-96,2020-05-31
countries,Mexico,-95,2020-06-01
countries,Mexico,-95,2020-06-02
countries,Mexico,-95,2020-06-03
countries,Mexico,-95,2020-06-04
countries,Mexico,-93,2020-06-05
countries,Mexico,-93,2020-06-06
countries,Mexico,-94,2020-06-07
countries,Mexico,-94,2020-06-08
countries,Mexico,-94,2020-06-09
countries,Mexico,-93,2020-06-10
countries,Mexico,-92,2020-06-11
countries,Mexico,-90,2020-06-12
countries,Mexico,-91,2020-06-13
countries,Mexico,-95,2020-06-14
countries,Mexico,-91,2020-06-15
countries,Mexico,-91,2020-06-16
countries,Mexico,-91,2020-06-17
countries,Mexico,-90,2020-06-18
countries,Mexico,-87,2020-06-19
countries,Mexico,-86,2020-06-20
countries,Mexico,-83,2020-06-21
countries,Mexico,-88,2020-06-22
countries,Mexico,-88,2020-06-23
countries,Mexico,-88,2020-06-24
countries,Mexico,-87,2020-06-25
countries,Mexico,-84,2020-06-26
countries,Mexico,-84,2020-06-27
countries,Mexico,-86,2020-06-28
countries,Mexico,-87,2020-06-29
countries,Mexico,-87,2020-06-30
countries,Mexico,-82,2020-07-01
countries,Mexico,-82,2020-07-02
countries,Mexico,-79,2020-07-03
countries,Mexico,-79,2020-07-04
countries,Mexico,-78,2020-07-05
countries,Mexico,-76,2020-07-06
countries,Mexico,-79,2020-07-07
countries,Mexico,-79,2020-07-08
countries,Mexico,-78,2020-07-09
countries,Mexico,-74,2020-07-10
countries,Mexico,-75,2020-07-11
countries,Mexico,-76,2020-07-12
countries,Mexico,-74,2020-07-13
countries,Mexico,-75,2020-07-14
countries,United Kingdom,1,2020-02-18
countries,United Kingdom,-1,2020-02-19
countries,United Kingdom,-2,2020-02-20
countries,United Kingdom,0,2020-02-21
countries,United Kingdom,-1,2020-02-22
countries,United Kingdom,-4,2020-02-23
countries,United Kingdom,-6,2020-02-24
countries,United Kingdom,-5,2020-02-25
countries,United Kingdom,-5,2020-02-26
countries,United Kingdom,-8,2020-02-27
countries,United Kingdom,-2,2020-02-28
countries,United Kingdom,-3,2020-02-29
countries,United Kingdom,-2,2020-03-01
countries,United Kingdom,-7,2020-03-02
countries,United Kingdom,-11,2020-03-03
countries,United Kingdom,-9,2020-03-04
countries,United Kingdom,-12,2020-03-05
countries,United Kingdom,-5,2020-03-06
countries,United Kingdom,-3,2020-03-07
countries,United Kingdom,1,2020-03-08
countries,United Kingdom,-18,2020-03-09
countries,United Kingdom,-17,2020-03-10
countries,United Kingdom,-14,2020-03-11
countries,United Kingdom,-24,2020-03-12
countries,United Kingdom,-26,2020-03-13
countries,United Kingdom,-20,2020-03-14
countries,United Kingdom,-31,2020-03-15
countries,United Kingdom,-52,2020-03-16
countries,United Kingdom,-82,2020-03-17
countries,United Kingdom,-88,2020-03-18
countries,United Kingdom,-91,2020-03-19
countries,United Kingdom,-93,2020-03-20
countries,United Kingdom,-99,2020-03-21
countries,United Kingdom,-99,2020-03-22
countries,United Kingdom,-100,2020-03-23
countries,United Kingdom,-100,2020-03-24
countries,United Kingdom,-100,2020-03-25
countries,United Kingdom,-100,2020-03-26
countries,United Kingdom,-100,2020-03-27
countries,United Kingdom,-100,2020-03-28
countries,United Kingdom,-100,2020-03-29
countries,United Kingdom,-100,2020-03-30
countries,United Kingdom,-100,2020-03-31
countries,United Kingdom,-100,2020-04-01
countries,United Kingdom,-100,2020-04-02
countries,United Kingdom,-100,2020-04-03
countries,United Kingdom,-100,2020-04-04
countries,United Kingdom,-100,2020-04-05
countries,United Kingdom,-100,2020-04-06
countries,United Kingdom,-100,2020-04-07
countries,United Kingdom,-100,2020-04-08
countries,United Kingdom,-100,2020-04-09
countries,United Kingdom,-100,2020-04-10
countries,United Kingdom,-100,2020-04-11
countries,United Kingdom,-100,2020-04-12
countries,United Kingdom,-100,2020-04-13
countries,United Kingdom,-100,2020-04-14
countries,United Kingdom,-100,2020-04-15
countries,United Kingdom,-100,2020-04-16
countries,United Kingdom,-100,2020-04-17
countries,United Kingdom,-100,2020-04-18
countries,United Kingdom,-100,2020-04-19
countries,United Kingdom,-100,2020-04-20
countries,United Kingdom,-100,2020-04-21
countries,United Kingdom,-100,2020-04-22
countries,United Kingdom,-100,2020-04-23
countries,United Kingdom,-100,2020-04-24
countries,United Kingdom,-100,2020-04-25
countries,United Kingdom,-100,2020-04-26
countries,United Kingdom,-100,2020-04-27
countries,United Kingdom,-100,2020-04-28
countries,United Kingdom,-100,2020-04-29
countries,United Kingdom,-100,2020-04-30
countries,United Kingdom,-100,2020-05-01
countries,United Kingdom,-100,2020-05-02
countries,United Kingdom,-100,2020-05-03
countries,United Kingdom,-100,2020-05-04
countries,United Kingdom,-100,2020-05-05
countries,United Kingdom,-100,2020-05-06
countries,United Kingdom,-100,2020-05-07
countries,United Kingdom,-100,2020-05-08
countries,United Kingdom,-100,2020-05-09
countries,United Kingdom,-100,2020-05-10
countries,United Kingdom,-99,2020-05-11
countries,United Kingdom,-99,2020-05-12
countries,United Kingdom,-99,2020-05-13
countries,United Kingdom,-98,2020-05-14
countries,United Kingdom,-99,2020-05-15
countries,United Kingdom,-97,2020-05-16
countries,United Kingdom,-98,2020-05-17
countries,United Kingdom,-99,2020-05-18
countries,United Kingdom,-98,2020-05-19
countries,United Kingdom,-99,2020-05-20
countries,United Kingdom,-98,2020-05-21
countries,United Kingdom,-98,2020-05-22
countries,United Kingdom,-98,2020-05-23
countries,United Kingdom,-98,2020-05-24
countries,United Kingdom,-99,2020-05-25
countries,United Kingdom,-98,2020-05-26
countries,United Kingdom,-99,2020-05-27
countries,United Kingdom,-99,2020-05-28
countries,United Kingdom,-99,2020-05-29
countries,United Kingdom,-98,2020-05-30
countries,United Kingdom,-99,2020-05-31
countries,United Kingdom,-98,2020-06-01
countries,United Kingdom,-99,2020-06-02
countries,United Kingdom,-98,2020-06-03
countries,United Kingdom,-98,2020-06-04
countries,United Kingdom,-98,2020-06-05
countries,United Kingdom,-97,2020-06-06
countries,United Kingdom,-98,2020-06-07
countries,United Kingdom,-98,2020-06-08
countries,United Kingdom,-98,2020-06-09
countries,United Kingdom,-99,2020-06-10
countries,United Kingdom,-98,2020-06-11
countries,United Kingdom,-98,2020-06-12
countries,United Kingdom,-98,2020-06-13
countries,United Kingdom,-99,2020-06-14
countries,United Kingdom,-99,2020-06-15
countries,United Kingdom,-99,2020-06-16
countries,United Kingdom,-99,2020-06-17
countries,United Kingdom,-98,2020-06-18
countries,United Kingdom,-98,2020-06-19
countries,United Kingdom,-97,2020-06-20
countries,United Kingdom,-98,2020-06-21
countries,United Kingdom,-99,2020-06-22
countries,United Kingdom,-99,2020-06-23
countries,United Kingdom,-98,2020-06-24
countries,United Kingdom,-99,2020-06-25
countries,United Kingdom,-98,2020-06-26
countries,United Kingdom,-98,2020-06-27
countries,United Kingdom,-99,2020-06-28
countries,United Kingdom,-99,2020-06-29
countries,United Kingdom,-99,2020-06-30
countries,United Kingdom,-99,2020-07-01
countries,United Kingdom,-99,2020-07-02
countries,United Kingdom,-98,2020-07-03
countries,United Kingdom,-88,2020-07-04
countries,United Kingdom,-60,2020-07-05
countries,United Kingdom,-68,2020-07-06
countries,United Kingdom,-70,2020-07-07
countries,United Kingdom,-67,2020-07-08
countries,United Kingdom,-64,2020-07-09
countries,United Kingdom,-51,2020-07-10
countries,United Kingdom,-44,2020-07-11
countries,United Kingdom,-40,2020-07-12
countries,United Kingdom,-64,2020-07-13
countries,United Kingdom,-65,2020-07-14
countries,United States,0,2020-02-18
countries,United States,4,2020-02-19
countries,United States,0,2020-02-20
countries,United States,-1,2020-02-21
countries,United States,2,2020-02-22
countries,United States,6,2020-02-23
countries,United States,2,2020-02-24
countries,United States,2,2020-02-25
countries,United States,-1,2020-02-26
countries,United States,-1,2020-02-27
countries,United States,1,2020-02-28
countries,United States,3,2020-02-29
countries,United States,2,2020-03-01
countries,United States,-7,2020-03-02
countries,United States,-9,2020-03-03
countries,United States,-5,2020-03-04
countries,United States,-5,2020-03-05
countries,United States,-6,2020-03-06
countries,United States,-3,2020-03-07
countries,United States,-2,2020-03-08
countries,United States,-14,2020-03-09
countries,United States,-18,2020-03-10
countries,United States,-19,2020-03-11
countries,United States,-28,2020-03-12
countries,United States,-36,2020-03-13
countries,United States,-42,2020-03-14
countries,United States,-48,2020-03-15
countries,United States,-56,2020-03-16
countries,United States,-84,2020-03-17
countries,United States,-91,2020-03-18
countries,United States,-97,2020-03-19
countries,United States,-99,2020-03-20
countries,United States,-99,2020-03-21
countries,United States,-99,2020-03-22
countries,United States,-99,2020-03-23
countries,United States,-99,2020-03-24
countries,United States,-99,2020-03-25
countries,United States,-99,2020-03-26
countries,United States,-99,2020-03-27
countries,United States,-99,2020-03-28
countries,United States,-100,2020-03-29
countries,United States,-99,2020-03-30
countries,United States,-99,2020-03-31
countries,United States,-99,2020-04-01
countries,United States,-99,2020-04-02
countries,United States,-99,2020-04-03
countries,United States,-99,2020-04-04
countries,United States,-99,2020-04-05
countries,United States,-100,2020-04-06
countries,United States,-99,2020-04-07
countries,United States,-99,2020-04-08
countries,United States,-100,2020-04-09
countries,United States,-99,2020-04-10
countries,United States,-99,2020-04-11
countries,United States,-99,2020-04-12
countries,United States,-99,2020-04-13
countries,United States,-99,2020-04-14
countries,United States,-99,2020-04-15
countries,United States,-99,2020-04-16
countries,United States,-99,2020-04-17
countries,United States,-99,2020-04-18
countries,United States,-99,2020-04-19
countries,United States,-99,2020-04-20
countries,United States,-99,2020-04-21
countries,United States,-99,2020-04-22
countries,United States,-99,2020-04-23
countries,United States,-99,2020-04-24
countries,United States,-99,2020-04-25
countries,United States,-99,2020-04-26
countries,United States,-99,2020-04-27
countries,United States,-99,2020-04-28
countries,United States,-99,2020-04-29
countries,United States,-99,2020-04-30
countries,United States,-98,2020-05-01
countries,United States,-98,2020-05-02
countries,United States,-99,2020-05-03
countries,United States,-98,2020-05-04
countries,United States,-97,2020-05-05
countries,United States,-98,2020-05-06
countries,United States,-97,2020-05-07
countries,United States,-97,2020-05-08
countries,United States,-97,2020-05-09
countries,United States,-96,2020-05-10
countries,United States,-95,2020-05-11
countries,United States,-95,2020-05-12
countries,United States,-95,2020-05-13
countries,United States,-94,2020-05-14
countries,United States,-93,2020-05-15
countries,United States,-93,2020-05-16
countries,United States,-93,2020-05-17
countries,United States,-93,2020-05-18
countries,United States,-92,2020-05-19
countries,United States,-91,2020-05-20
countries,United States,-89,2020-05-21
countries,United States,-87,2020-05-22
countries,United States,-87,2020-05-23
countries,United States,-87,2020-05-24
countries,United States,-86,2020-05-25
countries,United States,-85,2020-05-26
countries,United States,-84,2020-05-27
countries,United States,-84,2020-05-28
countries,United States,-81,2020-05-29
countries,United States,-80,2020-05-30
countries,United States,-83,2020-05-31
countries,United States,-84,2020-06-01
countries,United States,-83,2020-06-02
countries,United States,-81,2020-06-03
countries,United States,-79,2020-06-04
countries,United States,-75,2020-06-05
countries,United States,-73,2020-06-06
countries,United States,-74,2020-06-07
countries,United States,-75,2020-06-08
countries,United States,-75,2020-06-09
countries,United States,-72,2020-06-10
countries,United States,-69,2020-06-11
countries,United States,-65,2020-06-12
countries,United States,-64,2020-06-13
countries,United States,-78,2020-06-14
countries,United States,-67,2020-06-15
countries,United States,-66,2020-06-16
countries,United States,-65,2020-06-17
countries,United States,-64,2020-06-18
countries,United States,-59,2020-06-19
countries,United States,-58,2020-06-20
countries,United States,-41,2020-06-21
countries,United States,-66,2020-06-22
countries,United States,-65,2020-06-23
countries,United States,-63,2020-06-24
countries,United States,-61,2020-06-25
countries,United States,-57,2020-06-26
countries,United States,-57,2020-06-27
countries,United States,-60,2020-06-28
countries,United States,-65,2020-06-29
countries,United States,-62,2020-06-30
countries,United States,-64,2020-07-01
countries,United States,-49,2020-07-02
countries,United States,-57,2020-07-03
countries,United States,-72,2020-07-04
countries,United States,-59,2020-07-05
countries,United States,-63,2020-07-06
countries,United States,-64,2020-07-07
countries,United States,-65,2020-07-08
countries,United States,-62,2020-07-09
countries,United States,-62,2020-07-10
countries,United States,-57,2020-07-11
countries,United States,-59,2020-07-12
countries,United States,-66,2020-07-13
countries,United States,-65,2020-07-14
