region_type,state,country,percent_yoy_change,date
states,Alabama,United States,-14,2020-02-18
states,Alabama,United States,7,2020-02-19
states,Alabama,United States,1,2020-02-20
states,Alabama,United States,-2,2020-02-21
states,Alabama,United States,8,2020-02-22
states,Alabama,United States,2,2020-02-23
states,Alabama,United States,1,2020-02-24
states,Alabama,United States,0,2020-02-25
states,Alabama,United States,-8,2020-02-26
states,Alabama,United States,-3,2020-02-27
states,Alabama,United States,-3,2020-02-28
states,Alabama,United States,-11,2020-02-29
states,Alabama,United States,2,2020-03-01
states,Alabama,United States,-32,2020-03-02
states,Alabama,United States,-29,2020-03-03
states,Alabama,United States,-23,2020-03-04
states,Alabama,United States,-15,2020-03-05
states,Alabama,United States,-3,2020-03-06
states,Alabama,United States,11,2020-03-07
states,Alabama,United States,-10,2020-03-08
states,Alabama,United States,-11,2020-03-09
states,Alabama,United States,-26,2020-03-10
states,Alabama,United States,-8,2020-03-11
states,Alabama,United States,-2,2020-03-12
states,Alabama,United States,-24,2020-03-13
states,Alabama,United States,-28,2020-03-14
states,Alabama,United States,-38,2020-03-15
states,Alabama,United States,-57,2020-03-16
states,Alabama,United States,-74,2020-03-17
states,Alabama,United States,-78,2020-03-18
states,Alabama,United States,-96,2020-03-19
states,Alabama,United States,-100,2020-03-20
states,Alabama,United States,-100,2020-03-21
states,Alabama,United States,-100,2020-03-22
states,Alabama,United States,-100,2020-03-23
states,Alabama,United States,-100,2020-03-24
states,Alabama,United States,-100,2020-03-25
states,Alabama,United States,-100,2020-03-26
states,Alabama,United States,-100,2020-03-27
states,Alabama,United States,-100,2020-03-28
states,Alabama,United States,-100,2020-03-29
states,Alabama,United States,-100,2020-03-30
states,Alabama,United States,-100,2020-03-31
states,Alabama,United States,-100,2020-04-01
states,Alabama,United States,-100,2020-04-02
states,Alabama,United States,-100,2020-04-03
states,Alabama,United States,-100,2020-04-04
states,Alabama,United States,-100,2020-04-05
states,Alabama,United States,-100,2020-04-06
states,Alabama,United States,-100,2020-04-07
states,Alabama,United States,-100,2020-04-08
states,Alabama,United States,-100,2020-04-09
states,Alabama,United States,-100,2020-04-10
states,Alabama,United States,-100,2020-04-11
states,Alabama,United States,-100,2020-04-12
states,Alabama,United States,-100,2020-04-13
states,Alabama,United States,-100,2020-04-14
states,Alabama,United States,-100,2020-04-15
states,Alabama,United States,-100,2020-04-16
states,Alabama,United States,-100,2020-04-17
states,Alabama,United States,-100,2020-04-18
states,Alabama,United States,-100,2020-04-19
states,Alabama,United States,-100,2020-04-20
states,Alabama,United States,-100,2020-04-21
states,Alabama,United States,-100,2020-04-22
states,Alabama,United States,-100,2020-04-23
states,Alabama,United States,-100,2020-04-24
states,Alabama,United States,-100,2020-04-25
states,Alabama,United States,-100,2020-04-26
states,Alabama,United States,-100,2020-04-27
states,Alabama,United States,-100,2020-04-28
states,Alabama,United States,-100,2020-04-29
states,Alabama,United States,-100,2020-04-30
states,Alabama,United States,-100,2020-05-01
states,Alabama,United States,-100,2020-05-02
states,Alabama,United States,-100,2020-05-03
states,Alabama,United States,-100,2020-05-04
states,Alabama,United States,-100,2020-05-05
states,Alabama,United States,-100,2020-05-06
states,Alabama,United States,-100,2020-05-07
states,Alabama,United States,-99,2020-05-08
states,Alabama,United States,-99,2020-05-09
states,Alabama,United States,-99,2020-05-10
states,Alabama,United States,-86,2020-05-11
states,Alabama,United States,-87,2020-05-12
states,Alabama,United States,-77,2020-05-13
states,Alabama,United States,-77,2020-05-14
states,Alabama,United States,-73,2020-05-15
states,Alabama,United States,-69,2020-05-16
states,Alabama,United States,-71,2020-05-17
states,Alabama,United States,-75,2020-05-18
states,Alabama,United States,-75,2020-05-19
states,Alabama,United States,-69,2020-05-20
states,Alabama,United States,-66,2020-05-21
states,Alabama,United States,-65,2020-05-22
states,Alabama,United States,-59,2020-05-23
states,Alabama,United States,-64,2020-05-24
states,Alabama,United States,-51,2020-05-25
states,Alabama,United States,-56,2020-05-26
states,Alabama,United States,-58,2020-05-27
states,Alabama,United States,-55,2020-05-28
states,Alabama,United States,-55,2020-05-29
states,Alabama,United States,-51,2020-05-30
states,Alabama,United States,-50,2020-05-31
states,Alabama,United States,-61,2020-06-01
states,Alabama,United States,-54,2020-06-02
states,Alabama,United States,-59,2020-06-03
states,Alabama,United States,-53,2020-06-04
states,Alabama,United States,-50,2020-06-05
states,Alabama,United States,-48,2020-06-06
states,Alabama,United States,-64,2020-06-07
states,Alabama,United States,-63,2020-06-08
states,Alabama,United States,-54,2020-06-09
states,Alabama,United States,-45,2020-06-10
states,Alabama,United States,-37,2020-06-11
states,Alabama,United States,-36,2020-06-12
states,Alabama,United States,-38,2020-06-13
states,Alabama,United States,-63,2020-06-14
states,Alabama,United States,-44,2020-06-15
states,Alabama,United States,-48,2020-06-16
states,Alabama,United States,-43,2020-06-17
states,Alabama,United States,-42,2020-06-18
states,Alabama,United States,-38,2020-06-19
states,Alabama,United States,-36,2020-06-20
states,Alabama,United States,-21,2020-06-21
states,Alabama,United States,-48,2020-06-22
states,Alabama,United States,-51,2020-06-23
states,Alabama,United States,-50,2020-06-24
states,Alabama,United States,-45,2020-06-25
states,Alabama,United States,-41,2020-06-26
states,Alabama,United States,-39,2020-06-27
states,Alabama,United States,-48,2020-06-28
states,Alabama,United States,-44,2020-06-29
states,Alabama,United States,-45,2020-06-30
states,Alabama,United States,-43,2020-07-01
states,Alabama,United States,-7,2020-07-02
states,Alabama,United States,-47,2020-07-03
states,Alabama,United States,-69,2020-07-04
states,Alabama,United States,-53,2020-07-05
states,Alabama,United States,-57,2020-07-06
states,Alabama,United States,-53,2020-07-07
states,Alabama,United States,-51,2020-07-08
states,Alabama,United States,-53,2020-07-09
states,Alabama,United States,-48,2020-07-10
states,Alabama,United States,-38,2020-07-11
states,Alabama,United States,-45,2020-07-12
states,Alabama,United States,-56,2020-07-13
states,Alabama,United States,-56,2020-07-14
states,Alberta,Canada,2,2020-02-18
states,Alberta,Canada,10,2020-02-19
states,Alberta,Canada,2,2020-02-20
states,Alberta,Canada,1,2020-02-21
states,Alberta,Canada,5,2020-02-22
states,Alberta,Canada,0,2020-02-23
states,Alberta,Canada,-1,2020-02-24
states,Alberta,Canada,3,2020-02-25
states,Alberta,Canada,-1,2020-02-26
states,Alberta,Canada,-4,2020-02-27
states,Alberta,Canada,3,2020-02-28
states,Alberta,Canada,2,2020-02-29
states,Alberta,Canada,-4,2020-03-01
states,Alberta,Canada,-10,2020-03-02
states,Alberta,Canada,-4,2020-03-03
states,Alberta,Canada,-1,2020-03-04
states,Alberta,Canada,-8,2020-03-05
states,Alberta,Canada,1,2020-03-06
states,Alberta,Canada,-16,2020-03-07
states,Alberta,Canada,-7,2020-03-08
states,Alberta,Canada,-13,2020-03-09
states,Alberta,Canada,-10,2020-03-10
states,Alberta,Canada,-8,2020-03-11
states,Alberta,Canada,-23,2020-03-12
states,Alberta,Canada,-43,2020-03-13
states,Alberta,Canada,-44,2020-03-14
states,Alberta,Canada,-49,2020-03-15
states,Alberta,Canada,-65,2020-03-16
states,Alberta,Canada,-89,2020-03-17
states,Alberta,Canada,-96,2020-03-18
states,Alberta,Canada,-98,2020-03-19
states,Alberta,Canada,-99,2020-03-20
states,Alberta,Canada,-99,2020-03-21
states,Alberta,Canada,-99,2020-03-22
states,Alberta,Canada,-99,2020-03-23
states,Alberta,Canada,-99,2020-03-24
states,Alberta,Canada,-99,2020-03-25
states,Alberta,Canada,-99,2020-03-26
states,Alberta,Canada,-99,2020-03-27
states,Alberta,Canada,-100,2020-03-28
states,Alberta,Canada,-100,2020-03-29
states,Alberta,Canada,-100,2020-03-30
states,Alberta,Canada,-100,2020-03-31
states,Alberta,Canada,-100,2020-04-01
states,Alberta,Canada,-100,2020-04-02
states,Alberta,Canada,-100,2020-04-03
states,Alberta,Canada,-100,2020-04-04
states,Alberta,Canada,-100,2020-04-05
states,Alberta,Canada,-100,2020-04-06
states,Alberta,Canada,-100,2020-04-07
states,Alberta,Canada,-100,2020-04-08
states,Alberta,Canada,-100,2020-04-09
states,Alberta,Canada,-100,2020-04-10
states,Alberta,Canada,-100,2020-04-11
states,Alberta,Canada,-100,2020-04-12
states,Alberta,Canada,-100,2020-04-13
states,Alberta,Canada,-100,2020-04-14
states,Alberta,Canada,-100,2020-04-15
states,Alberta,Canada,-100,2020-04-16
states,Alberta,Canada,-100,2020-04-17
states,Alberta,Canada,-100,2020-04-18
states,Alberta,Canada,-100,2020-04-19
states,Alberta,Canada,-100,2020-04-20
states,Alberta,Canada,-100,2020-04-21
states,Alberta,Canada,-100,2020-04-22
states,Alberta,Canada,-100,2020-04-23
states,Alberta,Canada,-100,2020-04-24
states,Alberta,Canada,-100,2020-04-25
states,Alberta,Canada,-100,2020-04-26
states,Alberta,Canada,-100,2020-04-27
states,Alberta,Canada,-100,2020-04-28
states,Alberta,Canada,-100,2020-04-29
states,Alberta,Canada,-100,2020-04-30
states,Alberta,Canada,-100,2020-05-01
states,Alberta,Canada,-100,2020-05-02
states,Alberta,Canada,-100,2020-05-03
states,Alberta,Canada,-100,2020-05-04
states,Alberta,Canada,-100,2020-05-05
states,Alberta,Canada,-100,2020-05-06
states,Alberta,Canada,-100,2020-05-07
states,Alberta,Canada,-100,2020-05-08
states,Alberta,Canada,-100,2020-05-09
states,Alberta,Canada,-100,2020-05-10
states,Alberta,Canada,-100,2020-05-11
states,Alberta,Canada,-100,2020-05-12
states,Alberta,Canada,-99,2020-05-13
states,Alberta,Canada,-95,2020-05-14
states,Alberta,Canada,-93,2020-05-15
states,Alberta,Canada,-93,2020-05-16
states,Alberta,Canada,-92,2020-05-17
states,Alberta,Canada,-88,2020-05-18
states,Alberta,Canada,-86,2020-05-19
states,Alberta,Canada,-86,2020-05-20
states,Alberta,Canada,-86,2020-05-21
states,Alberta,Canada,-87,2020-05-22
states,Alberta,Canada,-86,2020-05-23
states,Alberta,Canada,-84,2020-05-24
states,Alberta,Canada,-96,2020-05-25
states,Alberta,Canada,-78,2020-05-26
states,Alberta,Canada,-74,2020-05-27
states,Alberta,Canada,-71,2020-05-28
states,Alberta,Canada,-72,2020-05-29
states,Alberta,Canada,-75,2020-05-30
states,Alberta,Canada,-76,2020-05-31
states,Alberta,Canada,-58,2020-06-01
states,Alberta,Canada,-60,2020-06-02
states,Alberta,Canada,-60,2020-06-03
states,Alberta,Canada,-62,2020-06-04
states,Alberta,Canada,-59,2020-06-05
states,Alberta,Canada,-59,2020-06-06
states,Alberta,Canada,-63,2020-06-07
states,Alberta,Canada,-59,2020-06-08
states,Alberta,Canada,-61,2020-06-09
states,Alberta,Canada,-51,2020-06-10
states,Alberta,Canada,-50,2020-06-11
states,Alberta,Canada,-48,2020-06-12
states,Alberta,Canada,-52,2020-06-13
states,Alberta,Canada,-70,2020-06-14
states,Alberta,Canada,-52,2020-06-15
states,Alberta,Canada,-49,2020-06-16
states,Alberta,Canada,-48,2020-06-17
states,Alberta,Canada,-46,2020-06-18
states,Alberta,Canada,-38,2020-06-19
states,Alberta,Canada,-39,2020-06-20
states,Alberta,Canada,-13,2020-06-21
states,Alberta,Canada,-41,2020-06-22
states,Alberta,Canada,-42,2020-06-23
states,Alberta,Canada,-48,2020-06-24
states,Alberta,Canada,-42,2020-06-25
states,Alberta,Canada,-40,2020-06-26
states,Alberta,Canada,-36,2020-06-27
states,Alberta,Canada,-54,2020-06-28
states,Alberta,Canada,-64,2020-06-29
states,Alberta,Canada,-35,2020-06-30
states,Alberta,Canada,-16,2020-07-01
states,Alberta,Canada,-50,2020-07-02
states,Alberta,Canada,-36,2020-07-03
states,Alberta,Canada,-81,2020-07-04
states,Alberta,Canada,-45,2020-07-05
states,Alberta,Canada,-51,2020-07-06
states,Alberta,Canada,-56,2020-07-07
states,Alberta,Canada,-47,2020-07-08
states,Alberta,Canada,-40,2020-07-09
states,Alberta,Canada,-33,2020-07-10
states,Alberta,Canada,-28,2020-07-11
states,Alberta,Canada,-41,2020-07-12
states,Alberta,Canada,-45,2020-07-13
states,Alberta,Canada,-39,2020-07-14
states,Arizona,United States,0,2020-02-18
states,Arizona,United States,1,2020-02-19
states,Arizona,United States,8,2020-02-20
states,Arizona,United States,4,2020-02-21
states,Arizona,United States,-3,2020-02-22
states,Arizona,United States,5,2020-02-23
states,Arizona,United States,2,2020-02-24
states,Arizona,United States,5,2020-02-25
states,Arizona,United States,1,2020-02-26
states,Arizona,United States,3,2020-02-27
states,Arizona,United States,2,2020-02-28
states,Arizona,United States,1,2020-02-29
states,Arizona,United States,-2,2020-03-01
states,Arizona,United States,-7,2020-03-02
states,Arizona,United States,-10,2020-03-03
states,Arizona,United States,0,2020-03-04
states,Arizona,United States,-4,2020-03-05
states,Arizona,United States,-3,2020-03-06
states,Arizona,United States,-2,2020-03-07
states,Arizona,United States,-3,2020-03-08
states,Arizona,United States,-7,2020-03-09
states,Arizona,United States,-14,2020-03-10
states,Arizona,United States,-20,2020-03-11
states,Arizona,United States,-18,2020-03-12
states,Arizona,United States,-26,2020-03-13
states,Arizona,United States,-24,2020-03-14
states,Arizona,United States,-37,2020-03-15
states,Arizona,United States,-54,2020-03-16
states,Arizona,United States,-77,2020-03-17
states,Arizona,United States,-93,2020-03-18
states,Arizona,United States,-95,2020-03-19
states,Arizona,United States,-97,2020-03-20
states,Arizona,United States,-99,2020-03-21
states,Arizona,United States,-99,2020-03-22
states,Arizona,United States,-100,2020-03-23
states,Arizona,United States,-99,2020-03-24
states,Arizona,United States,-100,2020-03-25
states,Arizona,United States,-99,2020-03-26
states,Arizona,United States,-99,2020-03-27
states,Arizona,United States,-100,2020-03-28
states,Arizona,United States,-100,2020-03-29
states,Arizona,United States,-99,2020-03-30
states,Arizona,United States,-100,2020-03-31
states,Arizona,United States,-100,2020-04-01
states,Arizona,United States,-99,2020-04-02
states,Arizona,United States,-100,2020-04-03
states,Arizona,United States,-99,2020-04-04
states,Arizona,United States,-100,2020-04-05
states,Arizona,United States,-100,2020-04-06
states,Arizona,United States,-100,2020-04-07
states,Arizona,United States,-100,2020-04-08
states,Arizona,United States,-100,2020-04-09
states,Arizona,United States,-100,2020-04-10
states,Arizona,United States,-100,2020-04-11
states,Arizona,United States,-100,2020-04-12
states,Arizona,United States,-100,2020-04-13
states,Arizona,United States,-100,2020-04-14
states,Arizona,United States,-100,2020-04-15
states,Arizona,United States,-100,2020-04-16
states,Arizona,United States,-100,2020-04-17
states,Arizona,United States,-99,2020-04-18
states,Arizona,United States,-100,2020-04-19
states,Arizona,United States,-100,2020-04-20
states,Arizona,United States,-100,2020-04-21
states,Arizona,United States,-99,2020-04-22
states,Arizona,United States,-100,2020-04-23
states,Arizona,United States,-100,2020-04-24
states,Arizona,United States,-100,2020-04-25
states,Arizona,United States,-100,2020-04-26
states,Arizona,United States,-100,2020-04-27
states,Arizona,United States,-99,2020-04-28
states,Arizona,United States,-100,2020-04-29
states,Arizona,United States,-100,2020-04-30
states,Arizona,United States,-100,2020-05-01
states,Arizona,United States,-100,2020-05-02
states,Arizona,United States,-100,2020-05-03
states,Arizona,United States,-100,2020-05-04
states,Arizona,United States,-100,2020-05-05
states,Arizona,United States,-100,2020-05-06
states,Arizona,United States,-100,2020-05-07
states,Arizona,United States,-100,2020-05-08
states,Arizona,United States,-100,2020-05-09
states,Arizona,United States,-100,2020-05-10
states,Arizona,United States,-76,2020-05-11
states,Arizona,United States,-79,2020-05-12
states,Arizona,United States,-78,2020-05-13
states,Arizona,United States,-76,2020-05-14
states,Arizona,United States,-73,2020-05-15
states,Arizona,United States,-72,2020-05-16
states,Arizona,United States,-72,2020-05-17
states,Arizona,United States,-74,2020-05-18
states,Arizona,United States,-71,2020-05-19
states,Arizona,United States,-71,2020-05-20
states,Arizona,United States,-65,2020-05-21
states,Arizona,United States,-61,2020-05-22
states,Arizona,United States,-59,2020-05-23
states,Arizona,United States,-62,2020-05-24
states,Arizona,United States,-60,2020-05-25
states,Arizona,United States,-55,2020-05-26
states,Arizona,United States,-54,2020-05-27
states,Arizona,United States,-52,2020-05-28
states,Arizona,United States,-48,2020-05-29
states,Arizona,United States,-48,2020-05-30
states,Arizona,United States,-61,2020-05-31
states,Arizona,United States,-59,2020-06-01
states,Arizona,United States,-55,2020-06-02
states,Arizona,United States,-54,2020-06-03
states,Arizona,United States,-50,2020-06-04
states,Arizona,United States,-49,2020-06-05
states,Arizona,United States,-47,2020-06-06
states,Arizona,United States,-46,2020-06-07
states,Arizona,United States,-37,2020-06-08
states,Arizona,United States,-48,2020-06-09
states,Arizona,United States,-48,2020-06-10
states,Arizona,United States,-41,2020-06-11
states,Arizona,United States,-41,2020-06-12
states,Arizona,United States,-45,2020-06-13
states,Arizona,United States,-69,2020-06-14
states,Arizona,United States,-47,2020-06-15
states,Arizona,United States,-54,2020-06-16
states,Arizona,United States,-54,2020-06-17
states,Arizona,United States,-50,2020-06-18
states,Arizona,United States,-48,2020-06-19
states,Arizona,United States,-48,2020-06-20
states,Arizona,United States,-24,2020-06-21
states,Arizona,United States,-53,2020-06-22
states,Arizona,United States,-58,2020-06-23
states,Arizona,United States,-60,2020-06-24
states,Arizona,United States,-54,2020-06-25
states,Arizona,United States,-55,2020-06-26
states,Arizona,United States,-54,2020-06-27
states,Arizona,United States,-58,2020-06-28
states,Arizona,United States,-58,2020-06-29
states,Arizona,United States,-59,2020-06-30
states,Arizona,United States,-68,2020-07-01
states,Arizona,United States,-64,2020-07-02
states,Arizona,United States,-57,2020-07-03
states,Arizona,United States,-70,2020-07-04
states,Arizona,United States,-61,2020-07-05
states,Arizona,United States,-65,2020-07-06
states,Arizona,United States,-65,2020-07-07
states,Arizona,United States,-67,2020-07-08
states,Arizona,United States,-63,2020-07-09
states,Arizona,United States,-62,2020-07-10
states,Arizona,United States,-64,2020-07-11
states,Arizona,United States,-64,2020-07-12
states,Arizona,United States,-74,2020-07-13
states,Arizona,United States,-71,2020-07-14
states,Baja California Sur,Mexico,-6,2020-02-18
states,Baja California Sur,Mexico,-2,2020-02-19
states,Baja California Sur,Mexico,-2,2020-02-20
states,Baja California Sur,Mexico,-9,2020-02-21
states,Baja California Sur,Mexico,1,2020-02-22
states,Baja California Sur,Mexico,1,2020-02-23
states,Baja California Sur,Mexico,29,2020-02-24
states,Baja California Sur,Mexico,6,2020-02-25
states,Baja California Sur,Mexico,9,2020-02-26
states,Baja California Sur,Mexico,10,2020-02-27
states,Baja California Sur,Mexico,-18,2020-02-28
states,Baja California Sur,Mexico,-13,2020-02-29
states,Baja California Sur,Mexico,-15,2020-03-01
states,Baja California Sur,Mexico,3,2020-03-02
states,Baja California Sur,Mexico,-17,2020-03-03
states,Baja California Sur,Mexico,0,2020-03-04
states,Baja California Sur,Mexico,0,2020-03-05
states,Baja California Sur,Mexico,-8,2020-03-06
states,Baja California Sur,Mexico,-8,2020-03-07
states,Baja California Sur,Mexico,-11,2020-03-08
states,Baja California Sur,Mexico,-17,2020-03-09
states,Baja California Sur,Mexico,-20,2020-03-10
states,Baja California Sur,Mexico,-17,2020-03-11
states,Baja California Sur,Mexico,-12,2020-03-12
states,Baja California Sur,Mexico,-23,2020-03-13
states,Baja California Sur,Mexico,-34,2020-03-14
states,Baja California Sur,Mexico,-29,2020-03-15
states,Baja California Sur,Mexico,-33,2020-03-16
states,Baja California Sur,Mexico,-42,2020-03-17
states,Baja California Sur,Mexico,-44,2020-03-18
states,Baja California Sur,Mexico,-56,2020-03-19
states,Baja California Sur,Mexico,-73,2020-03-20
states,Baja California Sur,Mexico,-83,2020-03-21
states,Baja California Sur,Mexico,-92,2020-03-22
states,Baja California Sur,Mexico,-96,2020-03-23
states,Baja California Sur,Mexico,-97,2020-03-24
states,Baja California Sur,Mexico,-97,2020-03-25
states,Baja California Sur,Mexico,-97,2020-03-26
states,Baja California Sur,Mexico,-97,2020-03-27
states,Baja California Sur,Mexico,-97,2020-03-28
states,Baja California Sur,Mexico,-98,2020-03-29
states,Baja California Sur,Mexico,-99,2020-03-30
states,Baja California Sur,Mexico,-99,2020-03-31
states,Baja California Sur,Mexico,-99,2020-04-01
states,Baja California Sur,Mexico,-99,2020-04-02
states,Baja California Sur,Mexico,-99,2020-04-03
states,Baja California Sur,Mexico,-99,2020-04-04
states,Baja California Sur,Mexico,-100,2020-04-05
states,Baja California Sur,Mexico,-100,2020-04-06
states,Baja California Sur,Mexico,-100,2020-04-07
states,Baja California Sur,Mexico,-99,2020-04-08
states,Baja California Sur,Mexico,-100,2020-04-09
states,Baja California Sur,Mexico,-100,2020-04-10
states,Baja California Sur,Mexico,-100,2020-04-11
states,Baja California Sur,Mexico,-100,2020-04-12
states,Baja California Sur,Mexico,-100,2020-04-13
states,Baja California Sur,Mexico,-100,2020-04-14
states,Baja California Sur,Mexico,-100,2020-04-15
states,Baja California Sur,Mexico,-100,2020-04-16
states,Baja California Sur,Mexico,-100,2020-04-17
states,Baja California Sur,Mexico,-100,2020-04-18
states,Baja California Sur,Mexico,-100,2020-04-19
states,Baja California Sur,Mexico,-100,2020-04-20
states,Baja California Sur,Mexico,-100,2020-04-21
states,Baja California Sur,Mexico,-100,2020-04-22
states,Baja California Sur,Mexico,-100,2020-04-23
states,Baja California Sur,Mexico,-100,2020-04-24
states,Baja California Sur,Mexico,-100,2020-04-25
states,Baja California Sur,Mexico,-100,2020-04-26
states,Baja California Sur,Mexico,-100,2020-04-27
states,Baja California Sur,Mexico,-100,2020-04-28
states,Baja California Sur,Mexico,-100,2020-04-29
states,Baja California Sur,Mexico,-100,2020-04-30
states,Baja California Sur,Mexico,-100,2020-05-01
states,Baja California Sur,Mexico,-100,2020-05-02
states,Baja California Sur,Mexico,-100,2020-05-03
states,Baja California Sur,Mexico,-100,2020-05-04
states,Baja California Sur,Mexico,-100,2020-05-05
states,Baja California Sur,Mexico,-100,2020-05-06
states,Baja California Sur,Mexico,-100,2020-05-07
states,Baja California Sur,Mexico,-100,2020-05-08
states,Baja California Sur,Mexico,-100,2020-05-09
states,Baja California Sur,Mexico,-100,2020-05-10
states,Baja California Sur,Mexico,-99,2020-05-11
states,Baja California Sur,Mexico,-98,2020-05-12
states,Baja California Sur,Mexico,-97,2020-05-13
states,Baja California Sur,Mexico,-99,2020-05-14
states,Baja California Sur,Mexico,-93,2020-05-15
states,Baja California Sur,Mexico,-99,2020-05-16
states,Baja California Sur,Mexico,-100,2020-05-17
states,Baja California Sur,Mexico,-100,2020-05-18
states,Baja California Sur,Mexico,-100,2020-05-19
states,Baja California Sur,Mexico,-98,2020-05-20
states,Baja California Sur,Mexico,-97,2020-05-21
states,Baja California Sur,Mexico,-96,2020-05-22
states,Baja California Sur,Mexico,-96,2020-05-23
states,Baja California Sur,Mexico,-97,2020-05-24
states,Baja California Sur,Mexico,-97,2020-05-25
states,Baja California Sur,Mexico,-99,2020-05-26
states,Baja California Sur,Mexico,-99,2020-05-27
states,Baja California Sur,Mexico,-98,2020-05-28
states,Baja California Sur,Mexico,-99,2020-05-29
states,Baja California Sur,Mexico,-99,2020-05-30
states,Baja California Sur,Mexico,-100,2020-05-31
states,Baja California Sur,Mexico,-99,2020-06-01
states,Baja California Sur,Mexico,-99,2020-06-02
states,Baja California Sur,Mexico,-98,2020-06-03
states,Baja California Sur,Mexico,-97,2020-06-04
states,Baja California Sur,Mexico,-96,2020-06-05
states,Baja California Sur,Mexico,-98,2020-06-06
states,Baja California Sur,Mexico,-98,2020-06-07
states,Baja California Sur,Mexico,-97,2020-06-08
states,Baja California Sur,Mexico,-96,2020-06-09
states,Baja California Sur,Mexico,-95,2020-06-10
states,Baja California Sur,Mexico,-97,2020-06-11
states,Baja California Sur,Mexico,-96,2020-06-12
states,Baja California Sur,Mexico,-96,2020-06-13
states,Baja California Sur,Mexico,-98,2020-06-14
states,Baja California Sur,Mexico,-92,2020-06-15
states,Baja California Sur,Mexico,-92,2020-06-16
states,Baja California Sur,Mexico,-90,2020-06-17
states,Baja California Sur,Mexico,-90,2020-06-18
states,Baja California Sur,Mexico,-86,2020-06-19
states,Baja California Sur,Mexico,-81,2020-06-20
states,Baja California Sur,Mexico,-75,2020-06-21
states,Baja California Sur,Mexico,-90,2020-06-22
states,Baja California Sur,Mexico,-84,2020-06-23
states,Baja California Sur,Mexico,-77,2020-06-24
states,Baja California Sur,Mexico,-83,2020-06-25
states,Baja California Sur,Mexico,-75,2020-06-26
states,Baja California Sur,Mexico,-79,2020-06-27
states,Baja California Sur,Mexico,-78,2020-06-28
states,Baja California Sur,Mexico,-80,2020-06-29
states,Baja California Sur,Mexico,-80,2020-06-30
states,Baja California Sur,Mexico,-81,2020-07-01
states,Baja California Sur,Mexico,-73,2020-07-02
states,Baja California Sur,Mexico,-68,2020-07-03
states,Baja California Sur,Mexico,-54,2020-07-04
states,Baja California Sur,Mexico,-52,2020-07-05
states,Baja California Sur,Mexico,-58,2020-07-06
states,Baja California Sur,Mexico,-60,2020-07-07
states,Baja California Sur,Mexico,-57,2020-07-08
states,Baja California Sur,Mexico,-57,2020-07-09
states,Baja California Sur,Mexico,-51,2020-07-10
states,Baja California Sur,Mexico,-51,2020-07-11
states,Baja California Sur,Mexico,-44,2020-07-12
states,Baja California Sur,Mexico,-56,2020-07-13
states,Baja California Sur,Mexico,-63,2020-07-14
states,British Columbia,Canada,8,2020-02-18
states,British Columbia,Canada,-3,2020-02-19
states,British Columbia,Canada,1,2020-02-20
states,British Columbia,Canada,6,2020-02-21
states,British Columbia,Canada,3,2020-02-22
states,British Columbia,Canada,-2,2020-02-23
states,British Columbia,Canada,-3,2020-02-24
states,British Columbia,Canada,-5,2020-02-25
states,British Columbia,Canada,0,2020-02-26
states,British Columbia,Canada,-4,2020-02-27
states,British Columbia,Canada,-2,2020-02-28
states,British Columbia,Canada,-2,2020-02-29
states,British Columbia,Canada,-8,2020-03-01
states,British Columbia,Canada,-11,2020-03-02
states,British Columbia,Canada,-7,2020-03-03
states,British Columbia,Canada,-4,2020-03-04
states,British Columbia,Canada,-6,2020-03-05
states,British Columbia,Canada,-6,2020-03-06
states,British Columbia,Canada,-11,2020-03-07
states,British Columbia,Canada,-6,2020-03-08
states,British Columbia,Canada,-3,2020-03-09
states,British Columbia,Canada,-15,2020-03-10
states,British Columbia,Canada,-13,2020-03-11
states,British Columbia,Canada,-21,2020-03-12
states,British Columbia,Canada,-30,2020-03-13
states,British Columbia,Canada,-30,2020-03-14
states,British Columbia,Canada,-38,2020-03-15
states,British Columbia,Canada,-54,2020-03-16
states,British Columbia,Canada,-92,2020-03-17
states,British Columbia,Canada,-97,2020-03-18
states,British Columbia,Canada,-99,2020-03-19
states,British Columbia,Canada,-99,2020-03-20
states,British Columbia,Canada,-99,2020-03-21
states,British Columbia,Canada,-100,2020-03-22
states,British Columbia,Canada,-100,2020-03-23
states,British Columbia,Canada,-100,2020-03-24
states,British Columbia,Canada,-100,2020-03-25
states,British Columbia,Canada,-100,2020-03-26
states,British Columbia,Canada,-100,2020-03-27
states,British Columbia,Canada,-100,2020-03-28
states,British Columbia,Canada,-100,2020-03-29
states,British Columbia,Canada,-100,2020-03-30
states,British Columbia,Canada,-100,2020-03-31
states,British Columbia,Canada,-100,2020-04-01
states,British Columbia,Canada,-100,2020-04-02
states,British Columbia,Canada,-100,2020-04-03
states,British Columbia,Canada,-100,2020-04-04
states,British Columbia,Canada,-100,2020-04-05
states,British Columbia,Canada,-100,2020-04-06
states,British Columbia,Canada,-100,2020-04-07
states,British Columbia,Canada,-100,2020-04-08
states,British Columbia,Canada,-100,2020-04-09
states,British Columbia,Canada,-100,2020-04-10
states,British Columbia,Canada,-100,2020-04-11
states,British Columbia,Canada,-100,2020-04-12
states,British Columbia,Canada,-100,2020-04-13
states,British Columbia,Canada,-100,2020-04-14
states,British Columbia,Canada,-100,2020-04-15
