region_type,state,country,percent_yoy_change,date
states,Hawaii,United States,-98,2020-03-21
states,Hawaii,United States,-99,2020-03-22
states,Hawaii,United States,-99,2020-03-23
states,Hawaii,United States,-99,2020-03-24
states,Hawaii,United States,-100,2020-03-25
states,Hawaii,United States,-100,2020-03-26
states,Hawaii,United States,-100,2020-03-27
states,Hawaii,United States,-100,2020-03-28
states,Hawaii,United States,-100,2020-03-29
states,Hawaii,United States,-100,2020-03-30
states,Hawaii,United States,-100,2020-03-31
states,Hawaii,United States,-100,2020-04-01
states,Hawaii,United States,-100,2020-04-02
states,Hawaii,United States,-100,2020-04-03
states,Hawaii,United States,-100,2020-04-04
states,Hawaii,United States,-100,2020-04-05
states,Hawaii,United States,-100,2020-04-06
states,Hawaii,United States,-100,2020-04-07
states,Hawaii,United States,-100,2020-04-08
states,Hawaii,United States,-100,2020-04-09
states,Hawaii,United States,-100,2020-04-10
states,Hawaii,United States,-100,2020-04-11
states,Hawaii,United States,-100,2020-04-12
states,Hawaii,United States,-100,2020-04-13
states,Hawaii,United States,-100,2020-04-14
states,Hawaii,United States,-100,2020-04-15
states,Hawaii,United States,-100,2020-04-16
states,Hawaii,United States,-100,2020-04-17
states,Hawaii,United States,-100,2020-04-18
states,Hawaii,United States,-100,2020-04-19
states,Hawaii,United States,-100,2020-04-20
states,Hawaii,United States,-100,2020-04-21
states,Hawaii,United States,-100,2020-04-22
states,Hawaii,United States,-100,2020-04-23
states,Hawaii,United States,-100,2020-04-24
states,Hawaii,United States,-100,2020-04-25
states,Hawaii,United States,-100,2020-04-26
states,Hawaii,United States,-100,2020-04-27
states,Hawaii,United States,-100,2020-04-28
states,Hawaii,United States,-100,2020-04-29
states,Hawaii,United States,-100,2020-04-30
states,Hawaii,United States,-100,2020-05-01
states,Hawaii,United States,-100,2020-05-02
states,Hawaii,United States,-100,2020-05-03
states,Hawaii,United States,-100,2020-05-04
states,Hawaii,United States,-100,2020-05-05
states,Hawaii,United States,-100,2020-05-06
states,Hawaii,United States,-100,2020-05-07
states,Hawaii,United States,-100,2020-05-08
states,Hawaii,United States,-100,2020-05-09
states,Hawaii,United States,-100,2020-05-10
states,Hawaii,United States,-99,2020-05-11
states,Hawaii,United States,-99,2020-05-12
states,Hawaii,United States,-99,2020-05-13
states,Hawaii,United States,-99,2020-05-14
states,Hawaii,United States,-100,2020-05-15
states,Hawaii,United States,-99,2020-05-16
states,Hawaii,United States,-99,2020-05-17
states,Hawaii,United States,-99,2020-05-18
states,Hawaii,United States,-99,2020-05-19
states,Hawaii,United States,-100,2020-05-20
states,Hawaii,United States,-99,2020-05-21
states,Hawaii,United States,-99,2020-05-22
states,Hawaii,United States,-99,2020-05-23
states,Hawaii,United States,-99,2020-05-24
states,Hawaii,United States,-100,2020-05-25
states,Hawaii,United States,-100,2020-05-26
states,Hawaii,United States,-99,2020-05-27
states,Hawaii,United States,-99,2020-05-28
states,Hawaii,United States,-99,2020-05-29
states,Hawaii,United States,-100,2020-05-30
states,Hawaii,United States,-99,2020-05-31
states,Hawaii,United States,-98,2020-06-01
states,Hawaii,United States,-98,2020-06-02
states,Hawaii,United States,-98,2020-06-03
states,Hawaii,United States,-97,2020-06-04
states,Hawaii,United States,-91,2020-06-05
states,Hawaii,United States,-92,2020-06-06
states,Hawaii,United States,-93,2020-06-07
states,Hawaii,United States,-94,2020-06-08
states,Hawaii,United States,-95,2020-06-09
states,Hawaii,United States,-93,2020-06-10
states,Hawaii,United States,-92,2020-06-11
states,Hawaii,United States,-90,2020-06-12
states,Hawaii,United States,-90,2020-06-13
states,Hawaii,United States,-93,2020-06-14
states,Hawaii,United States,-94,2020-06-15
states,Hawaii,United States,-93,2020-06-16
states,Hawaii,United States,-93,2020-06-17
states,Hawaii,United States,-92,2020-06-18
states,Hawaii,United States,-89,2020-06-19
states,Hawaii,United States,-86,2020-06-20
states,Hawaii,United States,-82,2020-06-21
states,Hawaii,United States,-94,2020-06-22
states,Hawaii,United States,-93,2020-06-23
states,Hawaii,United States,-92,2020-06-24
states,Hawaii,United States,-92,2020-06-25
states,Hawaii,United States,-89,2020-06-26
states,Hawaii,United States,-88,2020-06-27
states,Hawaii,United States,-90,2020-06-28
states,Hawaii,United States,-94,2020-06-29
states,Hawaii,United States,-93,2020-06-30
states,Hawaii,United States,-92,2020-07-01
states,Hawaii,United States,-91,2020-07-02
states,Hawaii,United States,-88,2020-07-03
states,Hawaii,United States,-89,2020-07-04
states,Hawaii,United States,-90,2020-07-05
states,Hawaii,United States,-94,2020-07-06
states,Hawaii,United States,-94,2020-07-07
states,Hawaii,United States,-93,2020-07-08
states,Hawaii,United States,-91,2020-07-09
states,Hawaii,United States,-88,2020-07-10
states,Hawaii,United States,-87,2020-07-11
states,Hawaii,United States,-90,2020-07-12
states,Hawaii,United States,-94,2020-07-13
states,Hawaii,United States,-94,2020-07-14
states,Illinois,United States,-4,2020-02-18
states,Illinois,United States,4,2020-02-19
states,Illinois,United States,-2,2020-02-20
states,Illinois,United States,-3,2020-02-21
states,Illinois,United States,6,2020-02-22
states,Illinois,United States,11,2020-02-23
states,Illinois,United States,-5,2020-02-24
states,Illinois,United States,-14,2020-02-25
states,Illinois,United States,-14,2020-02-26
states,Illinois,United States,-9,2020-02-27
states,Illinois,United States,-6,2020-02-28
states,Illinois,United States,0,2020-02-29
states,Illinois,United States,2,2020-03-01
states,Illinois,United States,-13,2020-03-02
states,Illinois,United States,-12,2020-03-03
states,Illinois,United States,-3,2020-03-04
states,Illinois,United States,-5,2020-03-05
states,Illinois,United States,-7,2020-03-06
states,Illinois,United States,4,2020-03-07
states,Illinois,United States,4,2020-03-08
states,Illinois,United States,-21,2020-03-09
states,Illinois,United States,-18,2020-03-10
states,Illinois,United States,-22,2020-03-11
states,Illinois,United States,-26,2020-03-12
states,Illinois,United States,-35,2020-03-13
states,Illinois,United States,-47,2020-03-14
states,Illinois,United States,-51,2020-03-15
states,Illinois,United States,-61,2020-03-16
states,Illinois,United States,-100,2020-03-17
states,Illinois,United States,-100,2020-03-18
states,Illinois,United States,-99,2020-03-19
states,Illinois,United States,-100,2020-03-20
states,Illinois,United States,-100,2020-03-21
states,Illinois,United States,-100,2020-03-22
states,Illinois,United States,-99,2020-03-23
states,Illinois,United States,-100,2020-03-24
states,Illinois,United States,-100,2020-03-25
states,Illinois,United States,-100,2020-03-26
states,Illinois,United States,-100,2020-03-27
states,Illinois,United States,-100,2020-03-28
states,Illinois,United States,-100,2020-03-29
states,Illinois,United States,-100,2020-03-30
states,Illinois,United States,-100,2020-03-31
states,Illinois,United States,-100,2020-04-01
states,Illinois,United States,-100,2020-04-02
states,Illinois,United States,-100,2020-04-03
states,Illinois,United States,-100,2020-04-04
states,Illinois,United States,-100,2020-04-05
states,Illinois,United States,-100,2020-04-06
states,Illinois,United States,-100,2020-04-07
states,Illinois,United States,-100,2020-04-08
states,Illinois,United States,-100,2020-04-09
states,Illinois,United States,-100,2020-04-10
states,Illinois,United States,-100,2020-04-11
states,Illinois,United States,-100,2020-04-12
states,Illinois,United States,-100,2020-04-13
states,Illinois,United States,-100,2020-04-14
states,Illinois,United States,-100,2020-04-15
states,Illinois,United States,-100,2020-04-16
states,Illinois,United States,-100,2020-04-17
states,Illinois,United States,-100,2020-04-18
states,Illinois,United States,-100,2020-04-19
states,Illinois,United States,-100,2020-04-20
states,Illinois,United States,-100,2020-04-21
states,Illinois,United States,-100,2020-04-22
states,Illinois,United States,-100,2020-04-23
states,Illinois,United States,-100,2020-04-24
states,Illinois,United States,-100,2020-04-25
states,Illinois,United States,-100,2020-04-26
states,Illinois,United States,-100,2020-04-27
states,Illinois,United States,-100,2020-04-28
states,Illinois,United States,-100,2020-04-29
states,Illinois,United States,-100,2020-04-30
states,Illinois,United States,-100,2020-05-01
states,Illinois,United States,-100,2020-05-02
states,Illinois,United States,-100,2020-05-03
states,Illinois,United States,-100,2020-05-04
states,Illinois,United States,-100,2020-05-05
states,Illinois,United States,-100,2020-05-06
states,Illinois,United States,-100,2020-05-07
states,Illinois,United States,-100,2020-05-08
states,Illinois,United States,-100,2020-05-09
states,Illinois,United States,-100,2020-05-10
states,Illinois,United States,-99,2020-05-11
states,Illinois,United States,-99,2020-05-12
states,Illinois,United States,-99,2020-05-13
states,Illinois,United States,-99,2020-05-14
states,Illinois,United States,-99,2020-05-15
states,Illinois,United States,-99,2020-05-16
states,Illinois,United States,-99,2020-05-17
states,Illinois,United States,-100,2020-05-18
states,Illinois,United States,-99,2020-05-19
states,Illinois,United States,-99,2020-05-20
states,Illinois,United States,-100,2020-05-21
states,Illinois,United States,-99,2020-05-22
states,Illinois,United States,-99,2020-05-23
states,Illinois,United States,-99,2020-05-24
states,Illinois,United States,-100,2020-05-25
states,Illinois,United States,-100,2020-05-26
states,Illinois,United States,-100,2020-05-27
states,Illinois,United States,-99,2020-05-28
states,Illinois,United States,-93,2020-05-29
states,Illinois,United States,-92,2020-05-30
states,Illinois,United States,-93,2020-05-31
states,Illinois,United States,-96,2020-06-01
states,Illinois,United States,-93,2020-06-02
states,Illinois,United States,-91,2020-06-03
states,Illinois,United States,-88,2020-06-04
states,Illinois,United States,-85,2020-06-05
states,Illinois,United States,-83,2020-06-06
states,Illinois,United States,-79,2020-06-07
states,Illinois,United States,-84,2020-06-08
states,Illinois,United States,-93,2020-06-09
states,Illinois,United States,-86,2020-06-10
states,Illinois,United States,-74,2020-06-11
states,Illinois,United States,-77,2020-06-12
states,Illinois,United States,-77,2020-06-13
states,Illinois,United States,-83,2020-06-14
states,Illinois,United States,-77,2020-06-15
states,Illinois,United States,-75,2020-06-16
states,Illinois,United States,-72,2020-06-17
states,Illinois,United States,-73,2020-06-18
states,Illinois,United States,-72,2020-06-19
states,Illinois,United States,-77,2020-06-20
states,Illinois,United States,-56,2020-06-21
states,Illinois,United States,-85,2020-06-22
states,Illinois,United States,-73,2020-06-23
states,Illinois,United States,-72,2020-06-24
states,Illinois,United States,-68,2020-06-25
states,Illinois,United States,-73,2020-06-26
states,Illinois,United States,-58,2020-06-27
states,Illinois,United States,-54,2020-06-28
states,Illinois,United States,-72,2020-06-29
states,Illinois,United States,-62,2020-06-30
states,Illinois,United States,-62,2020-07-01
states,Illinois,United States,-44,2020-07-02
states,Illinois,United States,-56,2020-07-03
states,Illinois,United States,-76,2020-07-04
states,Illinois,United States,-59,2020-07-05
states,Illinois,United States,-64,2020-07-06
states,Illinois,United States,-70,2020-07-07
states,Illinois,United States,-68,2020-07-08
states,Illinois,United States,-69,2020-07-09
states,Illinois,United States,-60,2020-07-10
states,Illinois,United States,-56,2020-07-11
states,Illinois,United States,-56,2020-07-12
states,Illinois,United States,-68,2020-07-13
states,Illinois,United States,-65,2020-07-14
states,Indiana,United States,21,2020-02-18
states,Indiana,United States,13,2020-02-19
states,Indiana,United States,-15,2020-02-20
states,Indiana,United States,-8,2020-02-21
states,Indiana,United States,3,2020-02-22
states,Indiana,United States,13,2020-02-23
states,Indiana,United States,6,2020-02-24
states,Indiana,United States,3,2020-02-25
states,Indiana,United States,-5,2020-02-26
states,Indiana,United States,-8,2020-02-27
states,Indiana,United States,-1,2020-02-28
states,Indiana,United States,4,2020-02-29
states,Indiana,United States,18,2020-03-01
states,Indiana,United States,1,2020-03-02
states,Indiana,United States,-3,2020-03-03
states,Indiana,United States,3,2020-03-04
states,Indiana,United States,5,2020-03-05
states,Indiana,United States,1,2020-03-06
states,Indiana,United States,4,2020-03-07
states,Indiana,United States,4,2020-03-08
states,Indiana,United States,-17,2020-03-09
states,Indiana,United States,-11,2020-03-10
states,Indiana,United States,-16,2020-03-11
states,Indiana,United States,-29,2020-03-12
states,Indiana,United States,-34,2020-03-13
states,Indiana,United States,-48,2020-03-14
states,Indiana,United States,-51,2020-03-15
states,Indiana,United States,-67,2020-03-16
states,Indiana,United States,-96,2020-03-17
states,Indiana,United States,-97,2020-03-18
states,Indiana,United States,-100,2020-03-19
states,Indiana,United States,-100,2020-03-20
states,Indiana,United States,-100,2020-03-21
states,Indiana,United States,-100,2020-03-22
states,Indiana,United States,-100,2020-03-23
states,Indiana,United States,-100,2020-03-24
states,Indiana,United States,-100,2020-03-25
states,Indiana,United States,-100,2020-03-26
states,Indiana,United States,-100,2020-03-27
states,Indiana,United States,-100,2020-03-28
states,Indiana,United States,-100,2020-03-29
states,Indiana,United States,-100,2020-03-30
states,Indiana,United States,-100,2020-03-31
states,Indiana,United States,-100,2020-04-01
states,Indiana,United States,-100,2020-04-02
states,Indiana,United States,-100,2020-04-03
states,Indiana,United States,-100,2020-04-04
states,Indiana,United States,-100,2020-04-05
states,Indiana,United States,-100,2020-04-06
states,Indiana,United States,-100,2020-04-07
states,Indiana,United States,-100,2020-04-08
states,Indiana,United States,-100,2020-04-09
states,Indiana,United States,-100,2020-04-10
states,Indiana,United States,-100,2020-04-11
states,Indiana,United States,-100,2020-04-12
states,Indiana,United States,-100,2020-04-13
states,Indiana,United States,-100,2020-04-14
states,Indiana,United States,-100,2020-04-15
states,Indiana,United States,-100,2020-04-16
states,Indiana,United States,-100,2020-04-17
states,Indiana,United States,-100,2020-04-18
states,Indiana,United States,-100,2020-04-19
states,Indiana,United States,-100,2020-04-20
states,Indiana,United States,-100,2020-04-21
states,Indiana,United States,-100,2020-04-22
states,Indiana,United States,-100,2020-04-23
states,Indiana,United States,-100,2020-04-24
states,Indiana,United States,-100,2020-04-25
states,Indiana,United States,-100,2020-04-26
states,Indiana,United States,-100,2020-04-27
states,Indiana,United States,-100,2020-04-28
states,Indiana,United States,-100,2020-04-29
states,Indiana,United States,-100,2020-04-30
states,Indiana,United States,-100,2020-05-01
states,Indiana,United States,-100,2020-05-02
states,Indiana,United States,-100,2020-05-03
states,Indiana,United States,-100,2020-05-04
states,Indiana,United States,-100,2020-05-05
states,Indiana,United States,-100,2020-05-06
states,Indiana,United States,-100,2020-05-07
states,Indiana,United States,-99,2020-05-08
states,Indiana,United States,-100,2020-05-09
states,Indiana,United States,-99,2020-05-10
states,Indiana,United States,-83,2020-05-11
states,Indiana,United States,-88,2020-05-12
states,Indiana,United States,-85,2020-05-13
states,Indiana,United States,-82,2020-05-14
states,Indiana,United States,-79,2020-05-15
states,Indiana,United States,-79,2020-05-16
states,Indiana,United States,-83,2020-05-17
states,Indiana,United States,-78,2020-05-18
states,Indiana,United States,-76,2020-05-19
states,Indiana,United States,-78,2020-05-20
states,Indiana,United States,-74,2020-05-21
states,Indiana,United States,-69,2020-05-22
states,Indiana,United States,-73,2020-05-23
states,Indiana,United States,-66,2020-05-24
states,Indiana,United States,-53,2020-05-25
states,Indiana,United States,-67,2020-05-26
states,Indiana,United States,-64,2020-05-27
states,Indiana,United States,-63,2020-05-28
states,Indiana,United States,-63,2020-05-29
states,Indiana,United States,-63,2020-05-30
states,Indiana,United States,-69,2020-05-31
states,Indiana,United States,-67,2020-06-01
states,Indiana,United States,-64,2020-06-02
states,Indiana,United States,-61,2020-06-03
states,Indiana,United States,-55,2020-06-04
states,Indiana,United States,-52,2020-06-05
states,Indiana,United States,-53,2020-06-06
states,Indiana,United States,-56,2020-06-07
states,Indiana,United States,-55,2020-06-08
states,Indiana,United States,-57,2020-06-09
states,Indiana,United States,-53,2020-06-10
states,Indiana,United States,-48,2020-06-11
states,Indiana,United States,-36,2020-06-12
states,Indiana,United States,-38,2020-06-13
states,Indiana,United States,-70,2020-06-14
states,Indiana,United States,-44,2020-06-15
states,Indiana,United States,-48,2020-06-16
states,Indiana,United States,-48,2020-06-17
states,Indiana,United States,-40,2020-06-18
states,Indiana,United States,-36,2020-06-19
states,Indiana,United States,-36,2020-06-20
states,Indiana,United States,6,2020-06-21
states,Indiana,United States,-42,2020-06-22
states,Indiana,United States,-41,2020-06-23
states,Indiana,United States,-41,2020-06-24
states,Indiana,United States,-43,2020-06-25
states,Indiana,United States,-42,2020-06-26
states,Indiana,United States,-40,2020-06-27
states,Indiana,United States,-48,2020-06-28
states,Indiana,United States,-54,2020-06-29
states,Indiana,United States,-45,2020-06-30
states,Indiana,United States,-48,2020-07-01
states,Indiana,United States,-21,2020-07-02
states,Indiana,United States,-36,2020-07-03
states,Indiana,United States,-72,2020-07-04
states,Indiana,United States,-40,2020-07-05
states,Indiana,United States,-33,2020-07-06
states,Indiana,United States,-38,2020-07-07
states,Indiana,United States,-48,2020-07-08
states,Indiana,United States,-48,2020-07-09
states,Indiana,United States,-38,2020-07-10
states,Indiana,United States,-36,2020-07-11
states,Indiana,United States,-32,2020-07-12
states,Indiana,United States,-46,2020-07-13
states,Indiana,United States,-44,2020-07-14
states,Jalisco,Mexico,8,2020-02-18
states,Jalisco,Mexico,9,2020-02-19
states,Jalisco,Mexico,0,2020-02-20
states,Jalisco,Mexico,5,2020-02-21
states,Jalisco,Mexico,-6,2020-02-22
states,Jalisco,Mexico,2,2020-02-23
states,Jalisco,Mexico,-9,2020-02-24
states,Jalisco,Mexico,-4,2020-02-25
states,Jalisco,Mexico,-13,2020-02-26
states,Jalisco,Mexico,-16,2020-02-27
states,Jalisco,Mexico,-15,2020-02-28
states,Jalisco,Mexico,-12,2020-02-29
states,Jalisco,Mexico,-6,2020-03-01
states,Jalisco,Mexico,-18,2020-03-02
states,Jalisco,Mexico,-15,2020-03-03
states,Jalisco,Mexico,-23,2020-03-04
states,Jalisco,Mexico,-13,2020-03-05
states,Jalisco,Mexico,-12,2020-03-06
states,Jalisco,Mexico,-2,2020-03-07
states,Jalisco,Mexico,-4,2020-03-08
states,Jalisco,Mexico,-23,2020-03-09
states,Jalisco,Mexico,-19,2020-03-10
states,Jalisco,Mexico,-2,2020-03-11
states,Jalisco,Mexico,-6,2020-03-12
states,Jalisco,Mexico,-17,2020-03-13
states,Jalisco,Mexico,-20,2020-03-14
states,Jalisco,Mexico,-38,2020-03-15
states,Jalisco,Mexico,-57,2020-03-16
states,Jalisco,Mexico,-73,2020-03-17
states,Jalisco,Mexico,-81,2020-03-18
states,Jalisco,Mexico,-71,2020-03-19
states,Jalisco,Mexico,-83,2020-03-20
states,Jalisco,Mexico,-91,2020-03-21
states,Jalisco,Mexico,-94,2020-03-22
states,Jalisco,Mexico,-95,2020-03-23
states,Jalisco,Mexico,-96,2020-03-24
states,Jalisco,Mexico,-97,2020-03-25
states,Jalisco,Mexico,-98,2020-03-26
states,Jalisco,Mexico,-96,2020-03-27
states,Jalisco,Mexico,-95,2020-03-28
states,Jalisco,Mexico,-98,2020-03-29
states,Jalisco,Mexico,-98,2020-03-30
states,Jalisco,Mexico,-97,2020-03-31
states,Jalisco,Mexico,-97,2020-04-01
states,Jalisco,Mexico,-98,2020-04-02
states,Jalisco,Mexico,-98,2020-04-03
states,Jalisco,Mexico,-98,2020-04-04
states,Jalisco,Mexico,-99,2020-04-05
states,Jalisco,Mexico,-96,2020-04-06
states,Jalisco,Mexico,-99,2020-04-07
states,Jalisco,Mexico,-99,2020-04-08
states,Jalisco,Mexico,-100,2020-04-09
states,Jalisco,Mexico,-99,2020-04-10
states,Jalisco,Mexico,-99,2020-04-11
states,Jalisco,Mexico,-99,2020-04-12
states,Jalisco,Mexico,-100,2020-04-13
states,Jalisco,Mexico,-99,2020-04-14
states,Jalisco,Mexico,-99,2020-04-15
states,Jalisco,Mexico,-99,2020-04-16
states,Jalisco,Mexico,-99,2020-04-17
states,Jalisco,Mexico,-99,2020-04-18
states,Jalisco,Mexico,-99,2020-04-19
states,Jalisco,Mexico,-100,2020-04-20
states,Jalisco,Mexico,-98,2020-04-21
states,Jalisco,Mexico,-99,2020-04-22
states,Jalisco,Mexico,-99,2020-04-23
states,Jalisco,Mexico,-99,2020-04-24
states,Jalisco,Mexico,-98,2020-04-25
states,Jalisco,Mexico,-99,2020-04-26
states,Jalisco,Mexico,-98,2020-04-27
states,Jalisco,Mexico,-98,2020-04-28
states,Jalisco,Mexico,-99,2020-04-29
states,Jalisco,Mexico,-98,2020-04-30
states,Jalisco,Mexico,-97,2020-05-01
states,Jalisco,Mexico,-99,2020-05-02
states,Jalisco,Mexico,-97,2020-05-03
states,Jalisco,Mexico,-95,2020-05-04
states,Jalisco,Mexico,-94,2020-05-05
states,Jalisco,Mexico,-98,2020-05-06
states,Jalisco,Mexico,-95,2020-05-07
states,Jalisco,Mexico,-98,2020-05-08
states,Jalisco,Mexico,-94,2020-05-09
states,Jalisco,Mexico,-86,2020-05-10
states,Jalisco,Mexico,-96,2020-05-11
states,Jalisco,Mexico,-95,2020-05-12
states,Jalisco,Mexico,-96,2020-05-13
states,Jalisco,Mexico,-90,2020-05-14
states,Jalisco,Mexico,-88,2020-05-15
states,Jalisco,Mexico,-92,2020-05-16
states,Jalisco,Mexico,-91,2020-05-17
states,Jalisco,Mexico,-87,2020-05-18
states,Jalisco,Mexico,-85,2020-05-19
states,Jalisco,Mexico,-85,2020-05-20
states,Jalisco,Mexico,-82,2020-05-21
states,Jalisco,Mexico,-80,2020-05-22
states,Jalisco,Mexico,-83,2020-05-23
states,Jalisco,Mexico,-85,2020-05-24
states,Jalisco,Mexico,-86,2020-05-25
states,Jalisco,Mexico,-78,2020-05-26
states,Jalisco,Mexico,-82,2020-05-27
states,Jalisco,Mexico,-77,2020-05-28
states,Jalisco,Mexico,-79,2020-05-29
states,Jalisco,Mexico,-74,2020-05-30
states,Jalisco,Mexico,-77,2020-05-31
states,Jalisco,Mexico,-75,2020-06-01
states,Jalisco,Mexico,-73,2020-06-02
states,Jalisco,Mexico,-74,2020-06-03
states,Jalisco,Mexico,-76,2020-06-04
states,Jalisco,Mexico,-65,2020-06-05
states,Jalisco,Mexico,-68,2020-06-06
states,Jalisco,Mexico,-69,2020-06-07
states,Jalisco,Mexico,-68,2020-06-08
states,Jalisco,Mexico,-81,2020-06-09
states,Jalisco,Mexico,-78,2020-06-10
states,Jalisco,Mexico,-71,2020-06-11
states,Jalisco,Mexico,-67,2020-06-12
states,Jalisco,Mexico,-70,2020-06-13
states,Jalisco,Mexico,-80,2020-06-14
states,Jalisco,Mexico,-75,2020-06-15
states,Jalisco,Mexico,-65,2020-06-16
states,Jalisco,Mexico,-66,2020-06-17
states,Jalisco,Mexico,-70,2020-06-18
states,Jalisco,Mexico,-59,2020-06-19
states,Jalisco,Mexico,-62,2020-06-20
states,Jalisco,Mexico,-46,2020-06-21
states,Jalisco,Mexico,-59,2020-06-22
states,Jalisco,Mexico,-61,2020-06-23
states,Jalisco,Mexico,-65,2020-06-24
states,Jalisco,Mexico,-51,2020-06-25
states,Jalisco,Mexico,-50,2020-06-26
states,Jalisco,Mexico,-57,2020-06-27
states,Jalisco,Mexico,-54,2020-06-28
states,Jalisco,Mexico,-67,2020-06-29
states,Jalisco,Mexico,-62,2020-06-30
states,Jalisco,Mexico,-59,2020-07-01
states,Jalisco,Mexico,-57,2020-07-02
states,Jalisco,Mexico,-49,2020-07-03
states,Jalisco,Mexico,-54,2020-07-04
states,Jalisco,Mexico,-51,2020-07-05
states,Jalisco,Mexico,-57,2020-07-06
states,Jalisco,Mexico,-59,2020-07-07
states,Jalisco,Mexico,-63,2020-07-08
states,Jalisco,Mexico,-58,2020-07-09
states,Jalisco,Mexico,-51,2020-07-10
states,Jalisco,Mexico,-47,2020-07-11
states,Jalisco,Mexico,-57,2020-07-12
states,Jalisco,Mexico,-65,2020-07-13
states,Jalisco,Mexico,-63,2020-07-14
states,Kansas,United States,39,2020-02-18
states,Kansas,United States,2,2020-02-19
states,Kansas,United States,-14,2020-02-20
states,Kansas,United States,-11,2020-02-21
states,Kansas,United States,-4,2020-02-22
states,Kansas,United States,-6,2020-02-23
states,Kansas,United States,-12,2020-02-24
states,Kansas,United States,-3,2020-02-25
states,Kansas,United States,5,2020-02-26
states,Kansas,United States,-20,2020-02-27
states,Kansas,United States,-14,2020-02-28
states,Kansas,United States,2,2020-02-29
states,Kansas,United States,69,2020-03-01
states,Kansas,United States,-13,2020-03-02
states,Kansas,United States,-14,2020-03-03
states,Kansas,United States,-8,2020-03-04
states,Kansas,United States,-10,2020-03-05
states,Kansas,United States,-10,2020-03-06
states,Kansas,United States,-8,2020-03-07
states,Kansas,United States,-9,2020-03-08
states,Kansas,United States,-21,2020-03-09
states,Kansas,United States,-6,2020-03-10
states,Kansas,United States,-9,2020-03-11
states,Kansas,United States,-1,2020-03-12
states,Kansas,United States,-35,2020-03-13
states,Kansas,United States,-39,2020-03-14
states,Kansas,United States,-55,2020-03-15
states,Kansas,United States,-67,2020-03-16
states,Kansas,United States,-79,2020-03-17
states,Kansas,United States,-94,2020-03-18
states,Kansas,United States,-99,2020-03-19
states,Kansas,United States,-98,2020-03-20
states,Kansas,United States,-99,2020-03-21
states,Kansas,United States,-99,2020-03-22
states,Kansas,United States,-99,2020-03-23
states,Kansas,United States,-99,2020-03-24
states,Kansas,United States,-100,2020-03-25
states,Kansas,United States,-100,2020-03-26
states,Kansas,United States,-100,2020-03-27
states,Kansas,United States,-100,2020-03-28
states,Kansas,United States,-100,2020-03-29
states,Kansas,United States,-100,2020-03-30
states,Kansas,United States,-100,2020-03-31
states,Kansas,United States,-100,2020-04-01
states,Kansas,United States,-100,2020-04-02
states,Kansas,United States,-100,2020-04-03
states,Kansas,United States,-100,2020-04-04
states,Kansas,United States,-100,2020-04-05
states,Kansas,United States,-100,2020-04-06
states,Kansas,United States,-100,2020-04-07
states,Kansas,United States,-100,2020-04-08
states,Kansas,United States,-100,2020-04-09
states,Kansas,United States,-100,2020-04-10
states,Kansas,United States,-100,2020-04-11
states,Kansas,United States,-100,2020-04-12
states,Kansas,United States,-100,2020-04-13
states,Kansas,United States,-100,2020-04-14
states,Kansas,United States,-100,2020-04-15
states,Kansas,United States,-100,2020-04-16
states,Kansas,United States,-100,2020-04-17
states,Kansas,United States,-100,2020-04-18
states,Kansas,United States,-100,2020-04-19
states,Kansas,United States,-100,2020-04-20
states,Kansas,United States,-100,2020-04-21
states,Kansas,United States,-100,2020-04-22
states,Kansas,United States,-100,2020-04-23
states,Kansas,United States,-100,2020-04-24
states,Kansas,United States,-100,2020-04-25
states,Kansas,United States,-100,2020-04-26
states,Kansas,United States,-100,2020-04-27
states,Kansas,United States,-100,2020-04-28
states,Kansas,United States,-100,2020-04-29
states,Kansas,United States,-100,2020-04-30
states,Kansas,United States,-100,2020-05-01
states,Kansas,United States,-100,2020-05-02
states,Kansas,United States,-100,2020-05-03
states,Kansas,United States,-97,2020-05-04
states,Kansas,United States,-98,2020-05-05
states,Kansas,United States,-97,2020-05-06
states,Kansas,United States,-98,2020-05-07
states,Kansas,United States,-96,2020-05-08
states,Kansas,United States,-97,2020-05-09
states,Kansas,United States,-98,2020-05-10
states,Kansas,United States,-87,2020-05-11
states,Kansas,United States,-89,2020-05-12
states,Kansas,United States,-88,2020-05-13
states,Kansas,United States,-85,2020-05-14
states,Kansas,United States,-83,2020-05-15
states,Kansas,United States,-81,2020-05-16
states,Kansas,United States,-87,2020-05-17
states,Kansas,United States,-81,2020-05-18
states,Kansas,United States,-79,2020-05-19
states,Kansas,United States,-79,2020-05-20
states,Kansas,United States,-76,2020-05-21
states,Kansas,United States,-69,2020-05-22
states,Kansas,United States,-73,2020-05-23
states,Kansas,United States,-78,2020-05-24
states,Kansas,United States,-74,2020-05-25
states,Kansas,United States,-63,2020-05-26
states,Kansas,United States,-67,2020-05-27
states,Kansas,United States,-73,2020-05-28
states,Kansas,United States,-56,2020-05-29
states,Kansas,United States,-54,2020-05-30
states,Kansas,United States,-67,2020-05-31
states,Kansas,United States,-61,2020-06-01
states,Kansas,United States,-64,2020-06-02
states,Kansas,United States,-58,2020-06-03
states,Kansas,United States,-62,2020-06-04
states,Kansas,United States,-46,2020-06-05
states,Kansas,United States,-42,2020-06-06
states,Kansas,United States,-51,2020-06-07
states,Kansas,United States,-59,2020-06-08
